unitid,control,year,efdeexc
106999,1,2018,111
106999,1,2019,197
106999,1,2020,190
107044,2,2012,300
107044,2,2013,333
107044,2,2014,367
107044,2,2015,369
107044,2,2016,312
107044,2,2017,270
107044,2,2018,249
107044,2,2019,290
107044,2,2020,359
107071,1,2012,135
107071,1,2013,177
107071,1,2014,217
107071,1,2015,245
107071,1,2016,367
107071,1,2017,355
107071,1,2018,427
107071,1,2019,514
107071,1,2020,650
107080,2,2012,
107080,2,2013,
107080,2,2014,
107080,2,2015,
107080,2,2016,
107080,2,2017,
107080,2,2018,
107080,2,2019,
107080,2,2020,
107099,3,2012,0
107099,3,2013,0
107099,3,2014,0
107099,3,2015,
107099,3,2016,
107099,3,2017,
107099,3,2018,
107099,3,2019,
107099,3,2020,
107123,2,2012,0
107123,2,2013,0
107123,2,2014,
107123,2,2015,
107123,2,2016,
107123,2,2017,
107123,2,2018,
107123,2,2019,
107123,2,2020,
107141,2,2012,182
107141,2,2013,164
107141,2,2014,248
107141,2,2015,317
107141,2,2016,334
107141,2,2017,428
107141,2,2018,479
107141,2,2019,451
107141,2,2020,555
107211,3,2012,0
107211,3,2013,0
107211,3,2014,
107211,3,2015,
107211,3,2016,
107220,3,2012,0
107220,3,2013,0
107220,3,2014,0
107220,3,2015,
107220,3,2016,
107220,3,2017,
107220,3,2018,
107220,3,2019,
107220,3,2020,
107275,3,2012,0
107275,3,2013,0
107275,3,2014,
107293,3,2012,
107293,3,2013,0
107293,3,2014,0
107293,3,2015,
107293,3,2016,
107293,3,2017,
107293,3,2018,
107293,3,2019,
107293,3,2020,
107318,1,2012,11
107318,1,2013,7
107318,1,2014,53
107318,1,2015,75
107318,1,2016,85
107318,1,2017,66
107318,1,2018,92
107318,1,2019,94
107318,1,2020,266
107327,1,2012,113
107327,1,2013,119
107327,1,2014,204
107327,1,2015,201
107327,1,2016,249
107327,1,2017,346
107327,1,2018,397
107327,1,2019,453
107327,1,2020,911
107363,3,2012,0
107363,3,2013,0
107363,3,2014,0
107363,3,2015,
107363,3,2016,
107442,3,2012,0
107442,3,2013,0
107442,3,2014,0
107442,3,2015,
107442,3,2016,
107442,3,2017,
107442,3,2018,
107442,3,2019,
107442,3,2020,
107460,1,2012,102
107460,1,2013,154
107460,1,2014,154
107460,1,2015,177
107460,1,2016,237
107460,1,2017,261
107460,1,2018,310
107460,1,2019,230
107460,1,2020,265
107488,1,2012,
107488,1,2013,
107488,1,2014,
107488,1,2015,
107488,1,2016,
107488,1,2017,
107488,1,2018,
107488,1,2019,
107488,1,2020,
107512,2,2012,0
107512,2,2013,0
107512,2,2014,0
107512,2,2015,17
107512,2,2016,20
107512,2,2017,17
107512,2,2018,24
107512,2,2019,28
107512,2,2020,29
107521,1,2012,325
107521,1,2013,111
107521,1,2014,114
107521,1,2015,83
107521,1,2016,119
107521,1,2017,96
107521,1,2018,90
107521,1,2019,144
107521,1,2020,118
107549,1,2012,277
107549,1,2013,295
107549,1,2014,349
107549,1,2015,27
107549,1,2016,253
107549,1,2017,333
107549,1,2018,300
107549,1,2019,357
107549,1,2020,363
107558,2,2012,
107558,2,2013,
107558,2,2014,
107558,2,2015,
107558,2,2016,
107558,2,2017,
107558,2,2018,
107558,2,2019,
107558,2,2020,71
107585,1,2012,31
107585,1,2013,63
107585,1,2014,45
107585,1,2015,90
107585,1,2016,142
107585,1,2017,65
107585,1,2018,61
107585,1,2019,87
107585,1,2020,196
107600,2,2012,
107600,2,2013,
107600,2,2014,
107600,2,2015,
107600,2,2016,0
107600,2,2017,15
107600,2,2018,19
107600,2,2019,14
107600,2,2020,20
107619,1,2012,68
107619,1,2013,57
107619,1,2014,51
107619,1,2015,66
107619,1,2016,69
107619,1,2017,53
107619,1,2018,73
107619,1,2019,83
107619,1,2020,120
107637,1,2012,54
107637,1,2013,44
107637,1,2014,61
107637,1,2015,84
107637,1,2016,62
107637,1,2017,81
107637,1,2018,81
107637,1,2019,129
107637,1,2020,150
107655,3,2012,0
107655,3,2013,0
107655,3,2014,0
107655,3,2015,
107655,3,2016,
107655,3,2017,
107655,3,2018,
107655,3,2019,
107655,3,2020,
107664,1,2012,2614
107664,1,2013,2237
107664,1,2014,2160
107664,1,2015,1693
107664,1,2016,1327
107664,1,2017,1288
107664,1,2018,1046
107664,1,2019,972
107664,1,2020,1255
107725,1,2012,133
107725,1,2013,86
107725,1,2014,109
107725,1,2015,122
107725,1,2016,184
107725,1,2017,169
107725,1,2018,216
107725,1,2019,135
107725,1,2020,261
107743,1,2012,65
107743,1,2013,42
107743,1,2014,44
107743,1,2015,48
107743,1,2016,55
107743,1,2017,54
107743,1,2018,63
107743,1,2019,72
107743,1,2020,121
107789,3,2012,0
107789,3,2013,0
107789,3,2014,0
107789,3,2015,
107789,3,2016,
107789,3,2017,
107789,3,2018,
107789,3,2019,
107789,3,2020,
107831,3,2012,0
107831,3,2013,0
107831,3,2014,0
107831,3,2015,
107831,3,2016,
107831,3,2017,
107831,3,2018,
107831,3,2019,
107831,3,2020,
107840,2,2012,
107840,2,2013,
107840,2,2014,
107840,2,2015,
107840,2,2016,
107840,2,2017,
107840,2,2018,
107840,2,2019,
107840,2,2020,223
107877,2,2012,
107877,2,2013,
107877,2,2014,7
107877,2,2015,
107877,2,2016,0
107877,2,2017,7
107877,2,2018,25
107877,2,2019,27
107877,2,2020,33
107974,1,2012,144
107974,1,2013,221
107974,1,2014,232
107974,1,2015,220
107974,1,2016,238
107974,1,2017,244
107974,1,2018,249
107974,1,2019,262
107974,1,2020,357
107983,1,2012,353
107983,1,2013,445
107983,1,2014,525
107983,1,2015,538
107983,1,2016,574
107983,1,2017,722
107983,1,2018,869
107983,1,2019,1005
107983,1,2020,1223
107992,1,2012,489
107992,1,2013,255
107992,1,2014,189
107992,1,2015,332
107992,1,2016,172
107992,1,2017,268
107992,1,2018,194
107992,1,2019,195
107992,1,2020,216
108056,1,2012,
108056,1,2013,
108056,1,2014,
108056,1,2015,
108056,1,2016,
108056,1,2017,
108056,1,2018,
108056,1,2019,
108056,1,2020,
108065,3,2012,0
108065,3,2013,0
108065,3,2014,0
108065,3,2015,
108065,3,2016,
108065,3,2017,
108065,3,2018,
108065,3,2019,
108065,3,2020,
108092,1,2012,249
108092,1,2013,252
108092,1,2014,97
108092,1,2015,418
108092,1,2016,392
108092,1,2017,580
108092,1,2018,690
108092,1,2019,709
108092,1,2020,1625
108199,1,2012,
108232,3,2012,6526
108232,3,2013,5521
108232,3,2014,5193
108232,3,2015,4548
108232,3,2016,4403
108232,3,2017,4227
108232,3,2018,4070
108232,3,2019,4209
108232,3,2020,4879
108250,3,2012,
108250,3,2013,
108250,3,2014,
108250,3,2015,
108250,3,2016,
108250,3,2017,
108269,2,2012,
108269,2,2013,
108269,2,2014,
108269,2,2015,
108269,2,2016,
108269,2,2017,
108269,2,2018,
108269,2,2019,
108269,2,2020,
108348,3,2012,7
108348,3,2013,2
108348,3,2014,3
108348,3,2015,11
108348,3,2016,3
108348,3,2017,2
108348,3,2018,10
108348,3,2019,
108649,3,2012,0
108649,3,2013,0
108649,3,2014,0
108649,3,2015,
108649,3,2016,
108649,3,2017,
108649,3,2018,
108649,3,2019,
108649,3,2020,
108667,1,2012,678
108667,1,2013,734
108667,1,2014,1132
108667,1,2015,1460
108667,1,2016,1699
108667,1,2017,1295
108667,1,2018,2398
108667,1,2019,2192
108667,1,2020,1925
108807,1,2012,1624
108807,1,2013,1661
108807,1,2014,1544
108807,1,2015,1584
108807,1,2016,1567
108807,1,2017,1418
108807,1,2018,1250
108807,1,2019,1287
108807,1,2020,1234
108852,2,2012,
108852,2,2013,
108852,2,2014,
108852,2,2015,
108852,2,2016,
108852,2,2017,
108852,2,2018,
108852,2,2019,
108852,2,2020,
108861,2,2012,1
108861,2,2013,0
108861,2,2014,1
108861,2,2015,0
108861,2,2016,5
108861,2,2017,1
108861,2,2018,3
108861,2,2019,0
108861,2,2020,42
108870,2,2012,
108870,2,2013,
108870,2,2014,
108870,2,2015,
108870,2,2016,
108870,2,2017,
108870,2,2018,
108870,2,2019,
108870,2,2020,0
108977,3,2012,0
108977,3,2013,0
108977,3,2014,0
108977,3,2015,
108977,3,2016,
108977,3,2017,
108977,3,2018,
108977,3,2019,
108977,3,2020,
109040,3,2012,
109040,3,2013,
109040,3,2014,
109040,3,2015,
109040,3,2016,
109040,3,2017,
109040,3,2018,
109040,3,2019,0
109040,3,2020,0
109086,2,2012,
109086,2,2013,
109086,2,2014,
109086,2,2015,
109086,2,2016,
109086,2,2017,
109086,2,2018,
109086,2,2019,
109086,2,2020,
109208,1,2012,3191
109208,1,2013,3079
109208,1,2014,3323
109208,1,2015,3528
109208,1,2016,3621
109208,1,2017,3761
109208,1,2018,4316
109208,1,2019,5223
109208,1,2020,7172
109332,3,2012,0
109332,3,2013,0
109350,1,2012,475
109350,1,2013,420
109350,1,2014,469
109350,1,2015,467
109350,1,2016,585
109350,1,2017,620
109350,1,2018,688
109350,1,2019,649
109350,1,2020,595
109651,2,2012,0
109651,2,2013,0
109651,2,2014,0
109651,2,2015,0
109651,2,2016,0
109651,2,2017,0
109651,2,2018,0
109651,2,2019,0
109651,2,2020,2182
109721,3,2012,0
109721,3,2013,0
109721,3,2014,0
109721,3,2015,
109721,3,2016,
109721,3,2017,
109721,3,2018,
109721,3,2019,
109721,3,2020,
109730,3,2012,0
109730,3,2013,0
109730,3,2014,0
109730,3,2015,
109730,3,2016,
109730,3,2017,
109730,3,2018,
109730,3,2019,
109730,3,2020,
109785,2,2012,798
109785,2,2013,964
109785,2,2014,754
109785,2,2015,677
109785,2,2016,762
109785,2,2017,896
109785,2,2018,2345
109785,2,2019,892
109785,2,2020,9006
109819,1,2012,832
109819,1,2013,890
109819,1,2014,947
109819,1,2015,1278
109819,1,2016,1333
109819,1,2017,1567
109819,1,2018,1875
109819,1,2019,2783
109819,1,2020,23951
109891,3,2012,
109907,1,2012,1224
109907,1,2013,1286
109907,1,2014,6
109907,1,2015,1086
109907,1,2016,1052
109907,1,2017,1312
109907,1,2018,1313
109907,1,2019,1510
109907,1,2020,2342
109934,3,2012,0
109934,3,2013,0
109934,3,2014,0
109934,3,2015,
109934,3,2016,
109934,3,2017,
109934,3,2018,
109934,3,2019,
109934,3,2020,0
110060,2,2012,43
110060,2,2013,71
110060,2,2014,60
110060,2,2015,46
110060,2,2016,0
110060,2,2017,
110060,2,2018,31
110060,2,2019,48
110060,2,2020,364
110097,2,2012,70
110097,2,2013,100
110097,2,2014,86
110097,2,2015,247
110097,2,2016,285
110097,2,2017,555
110097,2,2018,670
110097,2,2019,755
110097,2,2020,5594
110185,3,2012,3
110185,3,2013,0
110185,3,2014,2
110185,3,2015,5
110185,3,2016,
110194,3,2012,0
110194,3,2013,0
110194,3,2014,0
110194,3,2015,0
110194,3,2016,0
110194,3,2017,0
110194,3,2018,0
110194,3,2019,0
110194,3,2020,
110219,3,2012,1098
110219,3,2013,819
110219,3,2014,1261
110219,3,2015,1343
110219,3,2016,1466
110219,3,2017,1248
110219,3,2018,1083
110219,3,2019,1115
110219,3,2020,1350
110246,1,2012,395
110246,1,2013,406
110246,1,2014,397
110246,1,2015,458
110246,1,2016,583
110246,1,2017,655
110246,1,2018,889
110246,1,2019,1035
110246,1,2020,516
110307,2,2012,
110307,2,2013,
110307,2,2014,
110307,2,2015,
110307,2,2016,
110307,2,2017,
110307,2,2018,
110316,2,2012,162
110316,2,2013,179
110316,2,2014,175
110316,2,2015,112
110316,2,2016,104
110316,2,2017,235
110316,2,2018,110
110316,2,2019,364
110316,2,2020,408
110334,1,2012,587
110334,1,2013,608
110334,1,2014,732
110334,1,2015,896
110334,1,2016,972
110334,1,2017,1102
110334,1,2018,1044
110334,1,2019,1097
110334,1,2020,1073
110361,2,2012,486
110361,2,2013,797
110361,2,2014,1246
110361,2,2015,1793
110361,2,2016,2066
110361,2,2017,2234
110361,2,2018,2273
110361,2,2019,2335
110361,2,2020,2580
110370,2,2012,
110370,2,2013,12
110370,2,2014,23
110370,2,2015,15
110370,2,2016,18
110370,2,2017,19
110370,2,2018,25
110370,2,2019,0
110370,2,2020,23
110398,1,2012,
110398,1,2013,0
110398,1,2014,0
110398,1,2015,0
110398,1,2016,32
110398,1,2017,48
110398,1,2018,29
110398,1,2019,0
110398,1,2020,1018
110404,2,2012,
110404,2,2013,
110404,2,2014,
110404,2,2015,
110404,2,2016,
110404,2,2017,
110404,2,2018,
110404,2,2019,
110404,2,2020,
110413,2,2012,137
110413,2,2013,165
110413,2,2014,210
110413,2,2015,188
110413,2,2016,171
110413,2,2017,158
110413,2,2018,129
110413,2,2019,99
110413,2,2020,3730
110422,1,2012,0
110422,1,2013,12
110422,1,2014,4
110422,1,2015,7
110422,1,2016,14
110422,1,2017,35
110422,1,2018,48
110422,1,2019,68
110422,1,2020,18546
110468,2,2012,97
110468,2,2013,272
110468,2,2014,186
110468,3,2015,284
110468,3,2016,533
110468,3,2017,808
110468,3,2018,1158
110468,3,2019,1364
110468,3,2020,3224
110486,1,2012,0
110486,1,2013,203
110486,1,2014,261
110486,1,2015,73
110486,1,2016,123
110486,1,2017,188
110486,1,2018,398
110486,1,2019,625
110486,1,2020,10742
110495,1,2012,0
110495,1,2013,78
110495,1,2014,63
110495,1,2015,66
110495,1,2016,109
110495,1,2017,342
110495,1,2018,224
110495,1,2019,226
110495,1,2020,10226
110501,1,2012,
110501,1,2013,
110501,1,2014,
110501,1,2015,
110501,1,2016,
110501,1,2017,
110501,1,2018,
110501,1,2019,
110501,1,2020,
110510,1,2012,91
110510,1,2013,272
110510,1,2014,146
110510,1,2015,285
110510,1,2016,311
110510,1,2017,531
110510,1,2018,609
110510,1,2019,728
110510,1,2020,19519
110529,1,2012,0
110529,1,2013,70
110529,1,2014,78
110529,1,2015,45
110529,1,2016,96
110529,1,2017,103
110529,1,2018,100
110529,1,2019,182
110529,1,2020,29675
110538,1,2012,174
110538,1,2013,189
110538,1,2014,345
110538,1,2015,368
110538,1,2016,406
110538,1,2017,514
110538,1,2018,529
110538,1,2019,568
110538,1,2020,15669
110547,1,2012,0
110547,1,2013,1517
110547,1,2014,1143
110547,1,2015,870
110547,1,2016,894
110547,1,2017,1502
110547,1,2018,1589
110547,1,2019,1461
110547,1,2020,17572
110556,1,2012,89
110556,1,2013,304
110556,1,2014,298
110556,1,2015,322
110556,1,2016,264
110556,1,2017,296
110556,1,2018,231
110556,1,2019,232
110556,1,2020,24324
110565,1,2012,1046
110565,1,2013,1457
110565,1,2014,1387
110565,1,2015,1639
110565,1,2016,1829
110565,1,2017,2109
110565,1,2018,2161
110565,1,2019,2286
110565,1,2020,39292
110574,1,2012,713
110574,1,2013,0
110574,1,2014,764
110574,1,2015,969
110574,1,2016,983
110574,1,2017,1641
110574,1,2018,1554
110574,1,2019,1885
110574,1,2020,15367
110583,1,2012,0
110583,1,2013,34
110583,1,2014,104
110583,1,2015,254
110583,1,2016,174
110583,1,2017,406
110583,1,2018,443
110583,1,2019,497
110583,1,2020,38645
110592,1,2012,0
110592,1,2013,15
110592,1,2014,56
110592,1,2015,32
110592,1,2016,36
110592,1,2017,55
110592,1,2018,60
110592,1,2019,130
110592,1,2020,26603
110608,1,2012,0
110608,1,2013,306
110608,1,2014,348
110608,1,2015,418
110608,1,2016,369
110608,1,2017,1112
110608,1,2018,1304
110608,1,2019,1506
110608,1,2020,34499
110617,1,2012,0
110617,1,2013,230
110617,1,2014,179
110617,1,2015,93
110617,1,2016,118
110617,1,2017,286
110617,1,2018,578
110617,1,2019,590
110617,1,2020,25082
110635,1,2012,0
110635,1,2013,0
110635,1,2014,249
110635,1,2015,447
110635,1,2016,503
110635,1,2017,651
110635,1,2018,651
110635,1,2019,870
110635,1,2020,31439
110644,1,2012,
110644,1,2013,0
110644,1,2014,0
110644,1,2015,0
110644,1,2016,0
110644,1,2017,26
110644,1,2018,28
110644,1,2019,74
110644,1,2020,26271
110653,1,2012,98
110653,1,2013,122
110653,1,2014,122
110653,1,2015,111
110653,1,2016,101
110653,1,2017,100
110653,1,2018,182
110653,1,2019,204
110653,1,2020,34140
110662,1,2012,204
110662,1,2013,198
110662,1,2014,207
110662,1,2015,228
110662,1,2016,361
110662,1,2017,305
110662,1,2018,338
110662,1,2019,364
110662,1,2020,35115
110671,1,2012,0
110671,1,2013,0
110671,1,2014,1
110671,1,2015,25
110671,1,2016,62
110671,1,2017,169
110671,1,2018,161
110671,1,2019,137
110671,1,2020,23497
110680,1,2012,
110680,1,2013,
110680,1,2014,0
110680,1,2015,
110680,1,2016,
110680,1,2017,
110680,1,2018,
110680,1,2019,8
110680,1,2020,26615
110699,1,2012,
110699,1,2013,0
110699,1,2014,0
110699,1,2015,0
110699,1,2016,29
110699,1,2017,46
110699,1,2018,28
110699,1,2019,40
110699,1,2020,375
110705,1,2012,0
110705,1,2013,0
110705,1,2014,0
110705,1,2015,0
110705,1,2016,0
110705,1,2017,0
110705,1,2018,0
110705,1,2019,15
110705,1,2020,25164
110714,1,2012,0
110714,1,2013,0
110714,1,2014,0
110714,1,2015,0
110714,1,2016,0
110714,1,2017,0
110714,1,2018,0
110714,1,2019,3
110714,1,2020,16945
110778,2,2012,0
110778,2,2013,0
110778,3,2014,205
110778,3,2015,295
110778,3,2016,146
110778,3,2017,8
110778,3,2018,951
110778,3,2019,1145
110778,3,2020,1308
110875,3,2012,0
110875,3,2013,0
110875,3,2014,0
110875,3,2015,
110875,3,2016,
110875,3,2017,
110875,3,2018,
110875,3,2019,
110875,3,2020,
110918,2,2012,10
110918,2,2013,6
110918,2,2014,6
110918,2,2015,0
110918,2,2016,
110918,2,2017,
110918,2,2018,
110918,2,2019,
110918,2,2020,3
110936,3,2018,
110945,3,2012,
110945,2,2013,
110945,2,2014,
111009,3,2012,
111009,3,2013,
111009,3,2014,
111009,3,2015,
111009,3,2016,
111009,3,2017,
111045,2,2019,
111045,2,2020,
111054,3,2012,0
111054,3,2013,0
111054,3,2014,0
111054,3,2015,
111054,3,2016,
111054,3,2017,
111054,3,2018,
111054,3,2019,
111054,3,2020,
111081,2,2012,
111081,2,2013,
111081,2,2014,
111081,2,2015,0
111081,2,2016,
111081,2,2017,
111081,2,2018,
111081,2,2019,
111081,2,2020,
111188,1,2012,0
111188,1,2013,0
111188,1,2014,0
111188,1,2015,0
111188,1,2016,0
111188,1,2017,28
111188,1,2018,20
111188,1,2019,23
111188,1,2020,308
111391,2,2012,0
111391,2,2013,0
111391,2,2014,0
111391,2,2015,0
111391,2,2016,95
111391,2,2017,110
111391,2,2018,106
111391,2,2019,105
111391,2,2020,796
111434,1,2012,456
111434,1,2013,320
111434,1,2014,419
111434,1,2015,478
111434,1,2016,948
111434,1,2017,1046
111434,1,2018,1130
111434,1,2019,1295
111434,1,2020,0
111461,1,2012,871
111461,1,2013,1020
111461,1,2014,1090
111461,1,2015,2175
111461,1,2016,1460
111461,1,2017,1878
111461,1,2018,2227
111461,1,2019,2378
111461,1,2020,4201
111513,3,2012,0
111513,3,2013,0
111513,3,2014,0
111513,3,2015,
111513,3,2016,
111513,3,2017,
111513,3,2018,
111513,3,2019,
111513,3,2020,
111638,2,2012,0
111638,2,2013,0
111638,2,2014,0
111638,2,2015,0
111638,2,2016,0
111638,2,2017,0
111638,2,2018,0
111638,2,2019,0
111638,2,2020,6
111708,2,2012,
111708,2,2013,0
111708,2,2014,
111708,2,2015,
111708,2,2016,
111708,2,2017,
111708,2,2018,
111708,2,2019,
111708,2,2020,
111717,2,2012,
111717,2,2013,0
111717,2,2014,
111717,2,2015,
111717,2,2016,
111717,2,2017,
111717,2,2018,
111717,2,2019,
111717,2,2020,
111726,2,2012,
111726,2,2013,0
111726,2,2014,
111726,2,2015,
111726,2,2016,
111726,2,2017,
111726,2,2018,
111726,2,2019,
111726,2,2020,
111744,2,2012,
111744,2,2013,0
111744,2,2014,
111744,2,2015,
111744,2,2016,
111744,2,2017,
111744,2,2018,
111744,2,2019,
111744,2,2020,
111762,2,2012,
111762,2,2013,
111762,2,2014,
111762,2,2015,
111762,2,2016,
111762,2,2017,
111762,2,2018,
111762,2,2019,
111762,2,2020,
111771,2,2012,
111771,2,2013,0
111771,2,2014,
111771,2,2015,
111799,2,2012,
111799,2,2013,0
111799,2,2014,
111799,2,2015,
111799,2,2016,
111799,2,2017,
111799,2,2018,
111799,2,2019,
111799,2,2020,
111887,1,2012,1293
111887,1,2013,1574
111887,1,2014,2515
111887,1,2015,1983
111887,1,2016,2062
111887,1,2017,2328
111887,1,2018,2653
111887,1,2019,2905
111887,1,2020,9185
111896,1,2012,2587
111896,1,2013,2345
111896,1,2014,1336
111896,1,2015,255
111896,1,2016,1888
111896,1,2017,2417
111896,1,2018,2074
111896,1,2019,2581
111896,1,2020,1583
111920,1,2012,1313
111920,1,2013,1443
111920,1,2014,1181
111920,1,2015,1485
111920,1,2016,1666
111920,1,2017,1793
111920,1,2018,2121
111920,1,2019,2398
111920,1,2020,9253
111939,1,2012,488
111939,1,2013,482
111939,1,2014,514
111939,1,2015,706
111939,1,2016,711
111939,1,2017,1126
111939,1,2018,1303
111939,1,2019,1960
111939,1,2020,19094
111948,2,2012,0
111948,2,2013,3
111948,2,2014,1
111948,2,2015,7
111948,2,2016,0
111948,2,2017,0
111948,2,2018,2
111948,2,2019,0
111948,2,2020,695
111966,2,2012,
111966,2,2013,0
111966,2,2014,
111966,2,2015,0
111966,2,2016,0
111966,2,2017,0
111966,2,2018,0
111966,2,2019,0
111966,2,2020,311
112075,2,2012,740
112075,2,2013,1303
112075,2,2014,1218
112075,2,2015,1491
112075,2,2016,1362
112075,2,2017,1929
112075,2,2018,1956
112075,2,2019,1956
112075,2,2020,3818
112084,2,2012,216
112084,2,2013,258
112084,2,2014,239
112084,2,2015,245
112084,2,2016,162
112084,2,2017,119
112084,2,2018,165
112084,2,2019,142
112084,2,2020,120
112093,2,2019,
112127,2,2012,11
112127,2,2013,15
112127,2,2014,2
112127,2,2015,7
112127,2,2016,6
112127,2,2017,12
112127,2,2018,15
112127,2,2019,43
112127,2,2020,71
112172,1,2012,614
112172,1,2013,730
112172,1,2014,667
112172,1,2015,697
112172,1,2016,778
112172,1,2017,1164
112172,1,2018,1297
112172,1,2019,1578
112172,1,2020,1073
112181,3,2012,0
112181,3,2013,0
112181,3,2014,0
112181,3,2015,
112181,3,2016,
112181,3,2017,
112181,3,2018,
112181,3,2019,
112181,3,2020,
112190,1,2012,909
112190,1,2013,1076
112190,1,2014,1026
112190,1,2015,1330
112190,1,2016,1229
112190,1,2017,1616
112190,1,2018,2062
112190,1,2019,2452
112190,1,2020,1958
112251,2,2012,
112251,2,2013,10
112251,2,2014,11
112251,2,2015,9
112251,2,2016,2
112251,2,2017,14
112251,2,2018,18
112251,2,2019,58
112251,2,2020,1014
112260,2,2012,
112260,2,2013,
112260,2,2014,
112260,2,2015,
112260,2,2016,
112260,2,2017,
112260,2,2018,
112260,2,2019,
112260,2,2020,1264
112288,3,2012,
112288,3,2013,
112288,3,2014,
112288,3,2015,
112288,3,2016,
112288,3,2017,
112288,3,2018,
112288,3,2019,
112288,3,2020,
112367,1,2012,
112367,1,2013,
112367,1,2014,
112367,1,2015,
112367,1,2016,
112367,1,2017,
112367,1,2018,
112367,1,2019,
112367,1,2020,0
112376,1,2012,
112376,1,2013,
112376,1,2014,
112376,1,2015,
112376,1,2016,
112376,1,2017,
112376,1,2018,
112376,1,2019,
112376,1,2020,
112385,1,2012,5936
112385,1,2013,7282
112385,1,2014,8425
112385,1,2015,8677
112385,1,2016,8265
112385,1,2017,8753
112385,1,2018,8804
112385,1,2019,8818
112385,1,2020,8691
112394,3,2012,61
112394,3,2013,
112394,3,2014,0
112394,3,2015,
112394,3,2016,0
112394,3,2017,0
112394,3,2018,0
112394,3,2019,0
112394,3,2020,524
112446,2,2012,18
112446,2,2013,10
112446,2,2014,8
112446,2,2015,0
112446,2,2016,0
112446,2,2017,0
112455,3,2012,0
112455,3,2013,0
112455,3,2014,
112455,3,2015,
112455,3,2016,
112455,3,2017,
112455,3,2018,
112455,3,2019,
112455,3,2020,
112525,2,2012,0
112525,2,2013,0
112525,2,2014,0
112525,2,2015,0
112525,2,2016,
112525,2,2017,
112525,2,2018,
112525,2,2019,
112525,2,2020,16
112561,1,2012,142
112561,1,2013,178
112561,1,2014,209
112561,1,2015,316
112561,1,2016,266
112561,1,2017,316
112561,1,2018,394
112561,1,2019,382
112561,1,2020,890
112570,2,2012,
112570,2,2013,
112570,2,2014,
112570,2,2015,
112570,2,2016,
112570,2,2017,
112570,2,2018,0
112570,2,2019,0
112570,2,2020,760
112686,1,2012,673
112686,1,2013,748
